EventId,EventTemplate,Occurrences
2e488a14,"Skipping, withExcluded: false, tr.intent:Intent { <*> <*> <*> <*> <*> <*> <*>",7
7018c1ea,"Skipping, withExcluded: false, tr.intent:Intent { <*> <*> <*> <*> <*> <*> <*> <*>",7
a99cf7ca,getRecentTasks: <*>,28
b9797593,<*> <*> <*> = <*> <*> <*> <*> <*>,20
66719c77,"cancelNotification,index:-<*>",20
ac7fc5b7,makeExpandedInvisible: <*>,4
e8d7f212,closeQs,12
67075751,instantCollapse,9
ccecfe1b,*** <*> callback for <*>,1
96d26824,isMusicActive...,12
32efb22c,Start <*> <*> <*> <*> <*> <*>,1
0624ae77,"acquire lock=<*>, flags=<*>, <*> name=android, ws=null, uid=<*>, pid=<*>",2
cee99cd9,setWiredDeviceConnectionState type: -<*> state: <*>,1
211bf339,setWiredDeviceConnectionState type: <*> state: <*>,1
92dffda4,<*> = <*>,4
ce0c4a88,isBluetoothA2dpOn...,1
8e8efffa,isBluetoothScoOn...,1
ad7b5c84,<*> treamType: <*>,10
2c4ee2da,getDevicesForStream streamType: <*>,2
abcb79fe,cleanUpApplicationRecord -- <*>,6
9bc55507,"cleanUpApplicationRecordLocked, <*> <*> <*> <*>",6
f2e4c34f,"cleanUpApplicationRecordLocked, <*> <*> <*>, euid: <*>",6
9bf8841f,stopWifiDisplayScanLocked <*>,12
589db9fb,getMode...,1
db29616b,setSpeakerphoneOn <*> <*>,1
5775e914,setSpeakerphoneOn <*>,1
7bfa952c,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}},repeatInterval = <*>,listenerTag <*>",5
8217ec4a,Received TIME_TICK alarm; rescheduling,3
1f6ba42b,<*> <*> = <*>,5
17b69939,received broadcast <*>,4
b43f3c32,handleTimeUpdate,3
9604b4b7,Killing <*>:<*><*> (adj <*>): empty for 1810s,1
7d16d29b,<*> <*> <*> <*> <*> <*> <*> <*> } <*> <*> <*>,1
a2e9804d,unregisterAudioFocusListener...,1
b2db9655,abandonAudioFocus,1
e275a644,<*> <*> false <*> <*> <*> <*>,1
740db69c,Pid:<*> MediaPlayer destructor,1
296ee63a,Process <*>:qzone (pid <*>) has died,1
bcc4def3,<*> <*> <*> <*> <*> <*><*>.<*> <*> <*>,1
57065c4e,"new Process app=ProcessRecord{<*> <*>:<*>:qzone<*>}, name: <*>:qzone, euid: <*>",1
1e52a08d,<*> <*> <*> for <*> <*><*>.<*>,1
93b0fb44,enqueueNotificationInternal: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,1
532d695c,getRingerMode...,3
432563bb,addNotification key=<*>|<*>|<*>|null|<*>,2
135060b6,mHeadsUpExistenceChangedRunnable,4
a123e1ae,Marking notification as seen <*>|<*>|<*>|null|<*>,2
5ce92a92,"START u0 {act=<*> cat=[<*>] flg=<*> <*> bnds=[<*>,<*>][<*>,<*>]} from uid <*> on display <*>",2
bc89de9b,Application requested orientation <*> got rotation <*> which has compatible metrics,1
4af05694,"<*> <*> <*> <*>, <*>",2
887646f4,<*> is <*> <*> <*> <*> <*> <*> <*> <*>,3
dd3b990c,<*> is <*> <*> <*> <*> <*> <*>,1
6ccad40b,isWiredHeadsetOn...,1
dbf935de,"setDataSource(<*>, <*>, <*>)",1
6d2fae8b,"updateIsPoweredLocked: wasPowered=false, mIsPowered=false, oldPlugType=<*>, mPlugType=<*>, mBatteryLevel=<*>",1
af9bb55e,ACTION_BATTERY_CHANGED <*> <*> <*> <*>,1
14ea94ba,updateChargingLocked: charging=false,1
d2593f29,"onReceive, action:<*>",1
9279671d,ACTION_BATTERY_CHANGED <*> <*>,1
d29f1d7c,<*> what=<*>,2
e33d8eed,battery changed pluggedType: <*>,1
b3666231,RefreshBatteryInfo isBatteryLow: <*>,2
a3855e10,<*> <*> -<*> <*> <*> <*> <*>,1
7aa5a368,handleBatteryUpdate,1
80798c79,enqueueNotificationInternal: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,1
347de906,START u0 <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,1
32e8580e,<*> called <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,1
