EventId,EventTemplate,Occurrences
0f9ade43,<*> called <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,199
c78dacc4,<*> <*> in <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,74
c78dacc4,<*> <*> <*> for <*>,74
c78dacc4,[PhoneIntfMgr] getDataEnabled: subId= <*>,74
c78dacc4,"onInterceptTouchEvent MotionEvent { <*> actionButton=, id[]=, x[]=., y[]=., toolType[]=TOOL_TYPE_FINGER, buttonState=, metaState=, flags=, edgeFlags=, pointerCount=, historySize=, eventTime=, downTime=, deviceId=, source= }, mBlockTouches=false",74
75598700,playSoundEffect   effectType: ,5
c78dacc4,"animateCollapsePanels:flags=, <*> <*> <*>",74
c78dacc4,START u0 <*> <*> <*> <*> <*> <*> from uid on display,74
0f9ade43,<*> <*> <*> <*> euid:,199
0f9ade43,"cancelNotification,index:",199
c78dacc4,"cancelNotificationLocked called,tell the app,reason = ",74
c78dacc4,cancelNotificationLocked:|||null|,74
0f9ade43,<*> =,199
0f9ade43,applyOptionsLocked: Unknown animationType=,199
0f9ade43,<*> <*> from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,199
0f9ade43,removeNotification:|||null|,199
8f0a8da8,"updateNotificationShade: total=, active=",51
0f9ade43,"state.clipTopAmount:, i:",199
c78dacc4,setLightsOn(true),74
c78dacc4,removeNotificationChildren,74
8f0a8da8,<*> <*> <*> <*> { <*> <*> <*> <*> <*> <*> <*> } <*> <*> <*>,51
0f9ade43,getRecentTasks: <*>,199
82d30237,"cancelNotification,index:-",66
f094c934,makeExpandedInvisible: <*>,179
f094c934,closeQs,179
fdc970cd,instantCollapse,85
e58abc89,registerCallback not in UI.,69
0f9ade43,isMusicActive...,199
482e1e93,<*> <*> - <*> <*>,23
e02f1716,isBluetoothA2dpOn...,14
fb195195,isBluetoothScoOn...,25
e58abc89,<*> treamType:,69
0f9ade43,getDevicesForStream  streamType: ,199
8d7445f8,cleanUpApplicationRecord -- ,10
e02f1716,stopWifiDisplayScanLocked <*>,14
fb195195,getMode...,25
eeec1449,setSpeakerphoneOn <*> <*>,17
8f0a8da8,"sending alarm Alarm{ type when PendingIntent{: PendingIntentRecord{ <*> broadcastIntent}}},repeatInterval = ,listenerTag <*>",51
0f9ade43,Received TIME_TICK alarm; rescheduling,199
82d30237,received broadcast ,66
ef893a34,handleTimeUpdate,4
9db6cece,Killing : (adj ): empty for 1810s,200
3c2ee2af,unregisterAudioFocusListener...,15
46bdb8c8,abandonAudioFocus,19
250f653e,"[HSM] stayAwake false uid: , pid: ",1
6f21aae4,Pid: MediaPlayer destructor,4
ef893a34,Process :qzone (pid ) has died,4
8f0a8da8,<*> <*> <*> <*> service <*> <*>,51
0f9ade43,"new Process app=ProcessRecord{ ::qzone}, name: :qzone, euid: ",199
82d30237,enqueueNotificationInternal: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,66
9db6cece,getRingerMode...,200
3c2ee2af,addNotification key=|||null|,15
46bdb8c8,mHeadsUpExistenceChangedRunnable,19
e58abc89,Marking notification as seen |||null|,69
0f9ade43,"rotationForOrientationLw(orient=, last=); user= USER_ROTATION_LOCKED",199
482e1e93,"cancelNotificationLocked,remove =",23
482e1e93,isWiredHeadsetOn...,23
99476f0e,"setDataSource(, , )",2
ade15b9a,"updateIsPoweredLocked: wasPowered=false, mIsPowered=false, oldPlugType=, mPlugType=, mBatteryLevel=",1
33c7b245,ACTION_BATTERY_CHANGED <*> <*> <*>,2
095d7dbe,updateChargingLocked: charging=false,6
482e1e93,"onReceive, action:",23
f094c934,<*> what=,179
942f09c2,battery changed pluggedType: ,6
33c7b245,RefreshBatteryInfo isBatteryLow: ,2
f094c934,handleBatteryUpdate,179
942f09c2,"updateClipping <*> getTopPadding=., Translation=-.",6
cd399a7b,getRunningAppProcesses: caller  does not hold REAL_GET_TASKS; limiting output,13
3b5cfc1f,"animateCollapsePanels:flags=, force=true, delayed=true, mExpandedVisible=true",6
194ea104,"updateClipping isOverlap:false, getTopPadding=., Translation=-.",58
d6169692,updateDimmedActivatedHideSensitive overlap:false,64
