EventId,EventTemplate,Occurrences
baaf5ad4,icache prefetch depth....................0,1
8af037ec,icache prefetch threshold................0,2
198c56f7,wait state enable.................0,1
1c2a9320,critical input interrupt enable...0,1
f7c382bd,special purpose registers:,1
d7cb53a5,lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,1
af999985,rts internal error,1
fe410cc8,debug wait enable.................0,2
940724cb,instruction address space.........0,1
228fcad4,disable store gathering..................0,3
a9ddfd24,total of 1 ddr error(s) detected and corrected,9
01cdef2b,ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:51706,1
7703a4fa,"CE sym 2, at 0x0b85f680, mask 0x0e",1
ee4da383,"ciod: Error loading /home/draeger/testQboxhang-nozerobytebug-nosleepyescomm: invalid or missing program image, No such file or directory",1
d024d78d,ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes,1
1cdb3bd0,"CE sym 0, at 0x1b858280, mask 0x40",2
61e0fbaa,"1 ddr errors(s) detected and corrected on rank 0, symbol 17, bit 1",1
795c22d3,"ciod: Error loading ./runtime_malloc: invalid or missing program image, No such file or directory",1
0f5bd515,"CE sym 12, at 0x1b786f60, mask 0x04",1
155d5021,"CE sym 0, at 0x1b8584e0, mask 0x80",1
c1b6af49,"CE sym 23, at 0x03f89c00, mask 0x10",2
42a3ec45,"ciod: Error loading /home/glosli/src/ddcMD/ddcMD/1.1.13/ddcMDbglV: invalid or missing program image, No such file or directory",1
0d02c0e2,program interrupt,3
a57627fb,program interrupt: illegal instruction......1,3
9d82ee48,instruction address: 0x0062fe04,1
3378e9fd,exception syndrome register: 0x08000000,1
7d0c49f2,"CE sym 0, at 0x1b8594e0, mask 0x40",1
a2335b6b,Node card is not fully functional,6
995838d5,"CE sym 10, at 0x08e70580, mask 0x08",1
e0ef4384,"CE sym 0, at 0x1b858ca0, mask 0x40",1
fd9a326d,ciod: Error creating node map from file /p/gb2/welcome3/32k_128x256x1_8x4x4.map: Bad file descriptor,1
5d43f1db,"CE sym 22, at 0x049af800, mask 0x02",1
3eb4472a,Ido chip status changed: FF:F2:9F:16:E2:23:00:0D:60:E9:1D:DC ip=10.0.0.151 v=9 t=4 status=M Fri Jul 01 08:16:53 PDT 2005,1
9d5d6232,Can not get assembly information for node card,6
0654b74d,ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/64mps.sequential.mapfile,1
27db4ccb,1 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,1
088bafb1,ciod: duplicate canonical-rank 31 to logical-rank 0 mapping at line 3 of node map file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map,1
f582ab6c,ciod: Error creating node map from file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-xyzt/xyzt.map: Block device required,1
3b95f0dd,"CE sym 2, at 0x0d09f1c0, mask 0x80",1
9092a362,"ciod: Error loading /home/greeno/raptor.new.dev.3d.BGL.CXX_XL.MPI.ex: invalid or missing program image, No such file or directory",1
220716fc,rts panic! - stopping execution,2
d3355c58,"CE sym 16, at 0x0456cd40, mask 0x04",1
97976721,ciod: Error creating node map from file /home/pakin1/sweep3d-2.2b/results/random1-8x32x32x2.map: Permission denied,1
dd143159,ciod: Z coordinate 32 exceeds physical dimension 32 at line 33 of node map file /p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map,1
72e526f2,"1 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 7",1
2fbf058f,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=42315, cpu=105, index=1207960804, total=2691015",1
f8c496cb,8 floating point alignment exceptions,37
29c25e03,15 floating point alignment exceptions,14
e1f7f832,"1 ddr errors(s) detected and corrected on rank 0, symbol 20, bit 3",1
dada6431,total of 23 ddr error(s) detected and corrected,1
c024faf2,5 floating point alignment exceptions,22
1e337049,685 floating point alignment exceptions,4
3a354814,1005 floating point alignment exceptions,5
99dbe804,"CE sym 25, at 0x155e28e0, mask 0x08",1
53e680a6,"1 ddr errors(s) detected and corrected on rank 0, symbol 11, bit 6",1
3ca2672b,New ido chip inserted into the database: FF:F2:9F:15:1F:72:00:0D:60:EA:E0:8D ip=10.7.0.13 v=9 t=2,1
429605cd,New ido chip inserted into the database: FF:F2:9F:16:BF:6C:00:0D:60:E9:40:93 ip=10.5.0.46 v=13 t=4,1
12c46e92,NodeCard is not fully functional,1
86a5b6eb,"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.",1
1659537e,Node card VPD check: U11 node in processor card slot do not match. VPD ecid found,5
4001b50b,New ido chip inserted into the database: FF:F2:9F:16:C4:C2:00:0D:60:E9:3B:3D ip=10.2.1.37 v=13 t=4,1
e3703b8d,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",35
5ceb0a30,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,5
3349a785,Node card VPD check: U01 node in processor card slot do not match. VPD ecid found,4
68d134b6,Ido chip status changed: FF:F2:9F:16:EB:27:00:0D:60:E9:14:D8 ip=10.0.2.192 v=13 t=4 status=M Thu Aug 04 15:29:45 PDT 2005,1
f40875b2,Ido chip status changed: FF:F2:9F:15:7E:6E:00:0D:60:EA:81:91 ip=10.0.1.155 v=13 t=1 status=M Thu Aug 04 15:31:25 PDT 2005,1
68f94ac4,"CE sym 27, at 0x11b3f3c0, mask 0x10",1
f1a5d851,"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310",1
9d651095,Ido chip status changed: FF:F2:9F:16:DC:81:00:0D:60:E9:23:7E ip=10.6.1.207 v=13 t=4 status=M Tue Aug 09 10:08:23 PDT 2005,1
c42200c4,rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-,1
a482432a,"CE sym 18, at 0x0e0272e0, mask 0x10",1
54009fa3,tree receiver in re-synch state event(s) (dcr detected,4
1cd3b2e4,"CE sym 8, at 0x0a2ae600, mask 0x10",2
d3b511c2,"CE sym 28, at 0x0fe65820, mask 0x04",1
d4496318,"CE sym 25, at 0x10e1b8a0, mask 0x10",1
262ac5c8,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",15
c66cc4a1,ciod: LOGIN chdir(pwd) failed: No such file or directory,2
2f984495,"ciod: Error loading /bgl/apps/scaletest/stability/MDCASK/WORK/65576/inferno: invalid or missing program image, No such file or directory",1
a5a1a1ff,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed,1
1036074d,ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/mapfiles/bgl.128mps.f64.map,1
ff46fc05,rts: kernel terminated for reason 1003,1
d5136bdb,rts: kernel terminated for reason 1004,5
3286329f,"CE sym 22, at 0x009c14e0, mask 0x20",1
829c6505,ciod: LOGIN chdir(/p/bg1/da) failed: No such file or directory,1
076092e2,ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,4
a882a9e3,"1 ddr errors(s) detected and corrected on rank 0, symbol 10, bit 0",1
1c4140c3,ciod: generated 1 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,1
35f4dcbb,"CE sym 3, at 0x0b19b8a0, mask 0x08",1
ced9fca6,"CE sym 20, at 0x180462c0, mask 0x02",1
52a4d2dc,ciod: LOGIN chdir(/home/germann2/SPaSM_static) failed: No such file or directory,1
000d140b,ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,8
890fdb62,ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directory,1
ce5b7283,iar 003a90fc dear 00b360e8,1
84a68873,iar 003a90dc dear 00b35148,1
cc71220d,iar 003a90fc dear 00b35db8,1
c2289d43,iar 003a9108 dear 00c07348,1
a4842919,iar 003a9294 dear 00c06c48,1
5e55ec2d,iar 003a92a0 dear 00b36898,1
7135c50e,iar 003a9260 dear 00efe838,1
ed489187,iar 003a9260 dear 00efcbc8,1
8c483233,iar 003a929c dear 00efc768,1
b9b9e0d3,iar 003a929c dear 00efd448,1
08ae425f,iar 003a92a0 dear 00efd358,1
8eba038e,iar 003a92a0 dear 00fcc6b8,1
424856a0,iar 003a92a0 dear 00efd518,1
5a985baa,iar 003a9254 dear 00f05688,1
affb278e,iar 003a9254 dear 00f07a88,1
4c7cc7df,iar 003a9260 dear 012924f8,1
37c5bbd5,iar 003a9260 dear 0128f2f8,1
4fabdbb1,iar 003a9260 dear 0128fc88,1
2a225204,iar 003a9260 dear 01290878,1
397751ee,iar 003a929c dear 01291228,1
10cd8698,iar 003a929c dear 01291708,1
3ee2ec37,iar 003a92a0 dear 013611f8,1
76eadf9a,iar 003a92a0 dear 012902f8,1
efff6fa8,iar 003a9260 dear 00ef83b8,1
eabb202b,iar 003a9254 dear 01299f08,1
9c7e3f84,iar 003a9260 dear 00ef6c38,1
5526165d,iar 003a9258 dear 0136bd38,1
85066438,iar 003a9260 dear 012979b8,1
2d8c9570,iar 003a9260 dear 0129a9a8,1
ddbde751,iar 003a9260 dear 01299e48,1
3214fa76,iar 003a929c dear 0136b2d8,1
0662f785,iar 003a9260 dear 00e24bd8,1
f4a9a8bd,iar 003a9260 dear 00f2a468,1
f16b0d77,iar 003a92a0 dear 0129a488,1
bbc9e1c4,iar 003a9260 dear 00f29b68,1
9cfaac32,iar 003a926c dear 00f2b078,1
c9d21e44,"CE sym 0, at 0x12af93a0, mask 0x08",1
24269012,"1 ddr errors(s) detected and corrected on rank 0, symbol 28, bit 3",1
3f52a9c2,"CE sym 10, at 0x01d7a160, mask 0x10",1
a9245d4a,iar 00149fc0 dear 00739d98,1
82eb0063,iar 0014a150 dear 0072b9f8,1
aeb16fbe,iar 0014a150 dear 00719fc8,1
4db1f1c6,iar 0014a150 dear 0098d458,1
70b4448f,iar 0014a150 dear 0098e178,1
2f6e7598,iar 0014a150 dear 00998588,1
38a44dd4,iar 0014a150 dear 00991c88,2
b7dff1d3,iar 00149ee0 dear 009a2788,1
2d73b5f8,iar 00149f88 dear 0099be48,1
7a1692ef,iar 0014a150 dear 00a53af8,1
663fbf6b,iar 0014a150 dear 009b9288,1
61d7a3ec,iar 0014a150 dear 009a50f8,1
71edd5c1,iar 0014a150 dear 0098cdc8,1
b3730941,iar 00149ee0 dear 0099e5e8,1
6ad2d69e,iar 0014a150 dear 009829b8,1
af2af684,iar 00149f88 dear 00996f88,1
ed26cb30,iar 0014a1e4 dear 0099e6c8,1
abcc4411,iar 0014a150 dear 009a2998,1
afc7bcc1,"NFS Mount failed on bglio716, slept 15 seconds, retrying (1)",1
6ceeee77,"NFS Mount failed on bglio91, slept 15 seconds, retrying (1)",1
3a609c39,"CE sym 26, at 0x07a95e80, mask 0x10",1
0c819fdb,"3 ddr errors(s) detected and corrected on rank 0, symbol 18, bit 0",1
a71bf985,ciod: generated 64 core files for program IMB-MPI1.2MB_perf,1
2da3533e,"CE sym 35, at 0x1317cee0, mask 0x10",1
547d8b2e,Lustre mount FAILED : bglio559 : point /p/gb1,1
3028f9b9,Lustre mount FAILED : bglio344 : point /p/gb1,1
709dac7e,"4 ddr errors(s) detected and corrected on rank 0, symbol bit",3
c51f5cc7,ciod: LOGIN chdir(/bglscratch/bwallen/SWL/SYS-CALLS/testcases/kernel/syscalls/truncate) failed: No such file or directory,1
6599ddfe,Lustre mount FAILED : bglio46 : point /p/gb1,1
b1496644,Lustre mount FAILED : bglio136 : point /p/gb1,1
f1753770,Lustre mount FAILED : bglio75 : point /p/gb1,1
2155f34b,1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected,1
e21489d5,ciod: LOGIN chdir(/LAPACK_440d/BLAS) failed: No such file or directory,1
c04650d3,Lustre mount FAILED : bglio736 : point /p/gb1,1
ddf777d5,"CE sym 33, at 0x00dbd200, mask 0x80",1
c8868487,"CE sym 26, at 0x146ad540, mask 0x10",1
c6394360,Lustre mount FAILED : bglio336 : point /p/gb1,1
f9cbe640,"CE sym 21, at 0x04d64dc0, mask 0x80",1
23c0c2fe,Lustre mount FAILED : bglio23 : point /p/gb1,1
2355b700,ciod: pollControlDescriptors: Detected the debugger died.,3
2eb8058c,"ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)",1
07d9ed29,1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected,1
b218d94f,"1 ddr errors(s) detected and corrected on rank 0, symbol 3, bit 6",1
865798e1,"CE sym 6, at 0x1880a8e0, mask 0x40",1
81040f25,"ciod: Error loading /bgl/apps/swl-prep/rky-swl/MPI-PERF/IMB/perf_tests/IMB-MPI1.5124KB: invalid or missing program image, No such file or directory",1
47e6f3e3,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:45713: Link has been severed,1
ea3efa0b,suppressing further interrupts of same type,2
fff58a27,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41304: Link has been severed,1
51a50d2f,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41217: Link has been severed,1
0dbab2b1,Lustre mount FAILED : bglio388 : point /p/gb1,1
9b04f0b8,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:37916: Link has been severed,1
2c18671a,"CE sym 25, at 0x1a544020, mask 0x40",1
e0d4d6ba,Ido chip status changed: FF:F2:9F:15:7B:E0:00:0D:60:EA:84:1F ip=10.7.0.130 v=13 t=1 status=M Sat Sep 17 07:49:04 PDT 2005,1
548835a8,"CE sym 9, at 0x123b6ca0, mask 0x20",1
0f035adc,ciod: LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file or directory,2
cc743b61,ciod: LOGIN chdir(/home/yates/SWL_tests/BGL64k_SWL_tests_develop/MPI-VAL/MPITs_v050902/rundir) failed: No such file or directory,1
29a0dd89,"ciod: Error loading /home/yates//bandwidth.rts: invalid or missing program image, No such file or directory",1
7372e0fa,"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory",3
dba5c361,"ciod: Error loading /home/yates//broadcast.rts: invalid or missing program image, No such file or directory",1
67d49f9f,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,1
7d388456,"ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//bandwidth.rts: invalid or missing program image, No such file or directory",1
b486eee5,"ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//torus-latency.rts: invalid or missing program image, No such file or directory",1
cf0650a7,ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory,2
d080c872,ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01) failed: No such file or directory,2
0884663c,ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.08) failed: No such file or directory,1
ad1a95fe,"CE sym 29, at 0x14123c20, mask 0x08",1
6478f9e7,"1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 1",1
3131de18,"CE sym 26, at 0x022c3fc0, mask 0x40",1
db17545e,total of 4 ddr error(s) detected and corrected,1
cc13cc8d,"CE sym 27, at 0x166a9f20, mask 0x02",1
87558b86,"CE sym 21, at 0x13d38aa0, mask 0x40",1
78a87499,"CE sym 15, at 0x0bde77e0, mask 0x04",1
725eed5e,"CE sym 16, at 0x0149a040, mask 0x80",1
c09aa231,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:34903: Link has been severed,1
9d4258b4,ciod: generated 128 core files for program /bgl/apps/SWL/stability/DDCMD//ddcMDbglV,1
dd499251,"CE sym 2, at 0x0fa3d060, mask 0x08",1
8321b8c4,ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts,1
2be009e3,critical input interrupt (unit=0x0b bit=0x06): warning for torus y+ wire,1
de280de3,"CE sym 5, at 0x0e37bbe0, mask 0x40",1
9d28afea,"CE sym 4, at 0x18f28be0, mask 0x40",1
a38d7a48,"CE sym 13, at 0x0397e0e0, mask 0x08",1
eb45856b,"CE sym 9, at 0x11b9cc60, mask 0x04",1
5ad5478b,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image, Permission denied",1
96ca91dc,"CE sym 6, at 0x06ec7a20, mask 0x20",1
1a9358c9,ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts,1
933c25d1,"CE sym 9, at 0x11f82720, mask 0x02",1
43796374,"CE sym 6, at 0x0148b640, mask 0x10",1
be0b83a8,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied",1
830f6399,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:53591: Link has been severed,1
f8094783,total of 2 ddr error(s) detected and corrected,1
a7c57297,"CE sym 20, at 0x0a508740, mask 0x02",1
80a53ee4,"CE sym 25, at 0x06c27c60, mask 0x40",1
cd60033d,total of 12 ddr error(s) detected and corrected,1
4131cdd7,"1 ddr errors(s) detected and corrected on rank 0, symbol 28, bit 0",1
62feec20,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:57673: Link has been severed,1
aa096813,"CE sym 5, at 0x13253280, mask 0x04",1
baf8a983,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied",3
d43d0152,"ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image, Permission denied",2
85065312,"ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/torus-latency.rts: invalid or missing program image, No such file or directory",1
21c4d5d9,"CE sym 14, at 0x17086be0, mask 0x02",1
51e597af,"CE sym 23, at 0x1793c560, mask 0x01",1
d2c7ffb9,"CE sym 14, at 0x08d4e740, mask 0x01",1
d5011070,ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,1
43160ba8,ciod: generated 58 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,1
86f7b5ef,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47696: Link has been severed,1
f3eed4bf,data cache search parity error detected. attempting to correct,6
6b81a761,"CE sym 12, at 0x18e33e80, mask 0x04",2
572a2c2e,"CE sym 13, at 0x00f254e0, mask 0x20",1
a828f891,shutdown complete,1
c91606ba,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",2
7567ca62,ciod: generated 64 core files for program /home/rfisher/sodscaling/flash2,1
a205b7d2,"1 ddr errors(s) detected and corrected on rank 0, symbol 17, bit 7",1
dc4ca291,"ciod: Error loading allreduce_int_V1R1.rts: invalid or missing program image, No such file or directory",1
f1f86793,critical input interrupt (unit=0x0b bit=0x0b): warning for torus z- wire,1
8ca9d30d,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=0064588e 8aff0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",1
7742363a,"CE sym 29, at 0x1b719940, mask 0x02",1
6355bc2b,"CE sym 27, at 0x1b70b860, mask 0x80",2
16226640,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, Permission denied",1
1a14b7fb,"CE sym 16, at 0x18fa5d40, mask 0x80",1
b5175de6,"CE sym 30, at 0x1bd2b700, mask 0x04",1
abe0ec09,"ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied",1
6ea95d12,"ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDGbglV: invalid or missing program image, No such file or directory",1
edc3acd7,"ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDGbglV: invalid or missing program image, No such file or directory",1
9fcfcfdf,iar 00106210 dear 0244c1dc,4
920eb57c,640404 floating point alignment exceptions,5
a4e385b0,iar 00106210 dear 0244c20c,5
a256fc01,iar 00106228 dear 0244c1ec,5
052520bf,iar 00106228 dear 0244c21c,3
64e4e287,iar 001061dc dear 0244c22c,6
53ee4a0c,iar 001061dc dear 0244c25c,2
4278cf3c,iar 00105ea0 dear 0244c28c,1
68b4b26f,iar 00105e94 dear 02f5883c,1
1349ade5,iar 001061dc dear 0244c28c,3
76ff207d,640764 floating point alignment exceptions,1
415cf1a0,iar 00106210 dear 0244c23c,2
dbbd5fc7,iar 00106210 dear 0244c26c,1
17dcaacf,iar 00106228 dear 0244c24c,1
14547a63,iar 00106228 dear 0244c27c,3
bd9414ee,iar 00106568 dear 02494bbc,2
3a26b56d,487476 floating point alignment exceptions,2
a2ec2a7d,iar 00106580 dear 02494bcc,2
c2abbe1d,iar 00106534 dear 02494c0c,2
eb2f24d0,iar 00106580 dear 02494bfc,2
09e24a0c,iar 00106568 dear 02494bec,2
7f7eb3ab,iar 00106534 dear 02494c3c,3
89832cfd,iar 00106580 dear 02494c2c,2
b24a607d,2354412 floating point alignment exceptions,15
9a654577,iar 00106568 dear 045e140c,1
fb5abb1c,iar 00106580 dear 045e141c,3
add6a3c7,iar 00106534 dear 045e145c,1
0087e40d,iar 00106568 dear 045e147c,1
a5309ef0,iar 00106580 dear 045e148c,1
ed273b74,62500 floating point alignment exceptions,3
b34fbb67,iar 00106570 dear 0245a10c,1
aa3bced3,iar 001061fc dear 02f6676c,1
ac0f981e,iar 00106588 dear 0245a17c,1
59d6d9e1,iar 0010662c dear 0245ccfc,1
d99442bd,iar 00106bd8 dear 0245ce0c,1
66cf103b,iar 00106834 dear 0245ccfc,1
d2510387,iar 00106bd8 dear 0245cd8c,1
8f7e5c59,iar 0010682c dear 0245ccfc,1
27ed4c50,iar 00106b8c dear 0245ce8c,1
77c1e15a,iar 00106bc0 dear 0245cd7c,1
d03856d1,iar 00106bd8 dear 0245cd9c,1
a0fb2a14,iar 00106bd8 dear 0245ceec,1
2db7a6a0,iar 0010681c dear 02f692fc,1
62f144c6,iar 00106b8c dear 0245cf5c,1
6b46eda5,iar 00106bc0 dear 0245cdec,1
0c2d6555,iar 00106600 dear 0245ccfc,1
9b9dc5e6,iar 00106bd8 dear 0245cf0c,1
3f3d3587,iar 00106834 dear 0245cd0c,1
af8495bb,iar 00106bd8 dear 0245cf3c,1
5111801c,iar 0010686c dear 02f6930c,1
f8d77437,iar 0010686c dear 02f6951c,1
4cf399ac,45684 floating point alignment exceptions,1
bd3dd1b8,iar 00106704 dear 0245b80c,1
4cf1d772,iar 0010639c dear 0245b71c,1
c1fe80f2,iar 00106704 dear 0245b83c,1
01b38e2e,iar 00106704 dear 0245d57c,1
d6e201b4,iar 001063a0 dear 02f67e4c,1
7ab806e7,iar 001064fc dear 0245b64c,2
c6ee0bc9,iar 0010671c dear 0245b72c,1
01da1d8e,16604010 floating point alignment exceptions,1
3d226375,16469355 floating point alignment exceptions,1
8d460db9,iar 00106390 dear 02f67cfc,1
e29f748f,iar 00106704 dear 0245b6bc,1
e661b0b3,iar 00106168 dear 0245b64c,1
97ae4979,iar 0010635c dear 0245b62c,1
173e6dc7,iar 00106704 dear 0245b77c,1
12df0ad1,16736445 floating point alignment exceptions,1
e892770c,iar 001061cc dear 02f6667c,1
1c05b6dd,iar 00105fd4 dear 0245a09c,2
9a1d6c4d,iar 001061e4 dear 0245a09c,1
95687265,iar 001061ec dear 02f6668c,2
5430a5af,74350836 floating point alignment exceptions,1
bf572641,iar 0010650c dear 0246a95c,1
eaaed240,iar 00106988 dear 02f7bd6c,1
810ebf7a,iar 00106cf8 dear 0246f9fc,1
57627377,54004554 floating point alignment exceptions,1
720d1556,iar 001069a8 dear 02f7bd7c,1
ffe102f4,iar 001066ac dear 0252524c,1
