,EventTemplate,Occurrences
24,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,17
25,Location icon should now be in state 'Active',17
26,CCFile::captureLog,17
27,Location icon should now be in state 'Inactive',16
28,en0: BSSID changed to <*>,16
29,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,15
30,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",15
31,Previous sleep cause: <*>,15
32,AppleThunderboltNHIType2::prePCIWake - power up complete - took <*> us,15
33,"Path not allowed in target domain: type = <*>, path = <*> error = <*>: <*>, origin = <*>",15
34,Received Capture Event,15
35,AppleCamIn::handleWakeEvent_gated,15
36,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: <*>, 'ExternalConnected': <*>, 'TimeRemaining': <*>,",14
37,en0: channel changed to <*>,14
38,KeychainGetICDPStatus: keychain: <*>,14
39,AppleThunderboltGenericHAL::<*> - <*> - took <*> milliseconds,14
40,Error returned from iconservicesagent: (<*>),13
41,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (<*>) UASuggestedActionType=<*> (<*>)/(<*>) opts=<*> when=<*> confidence=<*> from=(<*>)/(<*>) (UABestAppSuggestionManager.m #<*>),13
42,ARPT: <*>: AirPort_Brcm43xx::syncPowerState: WWEN[<*>],12
43,AirPort: Link Down on <*>. Reason <*> (<*>).,12
44,__73-[<*> <*>]_block_invoke <*>,12
45,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=<*> ""<*>"" UserInfo={<*>=<*>}",12
46,"USBMSC Identifier (non-unique): <*> <*> <*> <*>, <*>",12
47,"PM response took <*> ms (<*>, <*>)",11
48,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(<*>)",11
49,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,11
50,"ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",11
51,RTC: PowerByCalendarDate setting ignored,11
52,Bluetooth -- LE is supported - Disable LE meta event,11
53,[<*>] <*> signalled err=<*> (<*>) (<*>) at <*> line <*>,11
54,"CCFile::copyFile fileName is [<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",11
55,AppleCamIn::systemWakeCall - messageType = <*>,10
56,"ARPT: <*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>",10
57,en0::IO80211Interface::postMessage bssid changed,10
58,############################## _getSysMsgList,10
59,"CCFile::copyFile fileName is [<*>]-<*>, source path:<*>, dest path:<*>",10
60,jemmytest,10
61,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",10
62,ARPT: <*>: ARPT: Wake Reason: Wake on Scan offload,9
63,"ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",9
64,AirPort: Link Up on awdl0,9
65,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,9
66,ASL Sender Statistics,9
67,[<*>] <*> signalled err=<*> (<*>) at <*> line <*>,9
68,ARPT: <*>: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,9
69,in6_unlink_ifa: IPv6 address <*> has no prefix,9
70,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,9
71,ARPT: <*>: <*>,9
72,AppleThunderboltGenericHAL::<*> - complete - took <*> milliseconds,8
73,"ARPT: <*>: wl0: setup_keepalive: Local port: <*>, Remote port: <*>",8
74,Unrecognized attribute value: <*>,8
75,<*> : BTLE scanner Powered On,8
76,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: <*> (<*>),8
77,"ARPT: <*>: wl0: setup_keepalive: Seq: <*>, Ack: <*>, Win size: <*>",8
78,dnssd_clientstub ConnectToServer: connect() failed path:<*> Socket:<*> Err:<*> Errno:<*> <*> not permitted,8
79,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.<*> error <*>,8
80,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,8
81,ARPT: <*>: AirPort_Brcm43xx::<*>: <*> Wake/ <*> Wake / <*> wake,8
82,ARPT: <*>: framerdy <*> bmccmd <*> framecnt <*>,8
83,ARPT: <*>: wl0: setup_keepalive: Remote IP: <*>,8
84,KeychainGetICDPStatus: status: off,8
85,"setting hostname to ""<*>""",7
86,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>,7
87,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,7
88,ARPT: <*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>-<*>) <*> <*> <*> <*>,7
89,"Setting BTCoex Config: enable_2G:<*>, profile_2g:<*>, enable_5G:<*>, profile_5G:<*>",7
90,[<*>] [<*>],7
91,ARPT: <*>: AQM agg params <*> maxlen hi/lo <*> <*> minlen <*> adjlen <*>,7
92,<*> : Scanning mode Contacts Only,7
93,"ARPT: <*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>",6
94,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = <*> dlla_reporting_supported = <*>,6
95,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,6
96,"en0: channel changed to <*>,<*>",6
97,QQ(<*>) deny mach-lookup <*>,6
98,ARPT: <*>: wlc_dump_aggfifo:,6
99,Captive: CNPluginHandler en0: Authenticated,6
100,mDNS_DeregisterInterface: Frequent transitions for interface <*> (<*>),5
101,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,5
102,"RTC: Maintenance <*>, sleep <*>",5
103,en0: <*>.11d country code set to '<*>'.,5
104,"SecOSStatusWith error:[<*>] Error Domain=NSOSStatusErrorDomain Code=<*> ""<*>"" (<*>: <*>) UserInfo={{NSDescription=<*>}}",5
105,"ARPT: <*>: IOPMPowerSource Information: onWake, SleepType: <*>, 'ExternalConnected': <*>, 'TimeRemaining': <*>,",5
106,sigio_handler: sigio_handler_active != <*>,5
107,dnssd_clientstub ConnectToServer: connect() failed path:<*> Socket:<*> Err:<*> Errno:<*> <*>,5
108,ARPT: <*>: AirPort_Brcm43xx::<*>: <*>,5
109,<IMMacNotificationCenterManager: <*>: NC Disabled: <*>,5
110,<*>-[<*> <*>]<*> <*>,4
111,"ARPT: <*>: wl0: Roamed or switched channel, reason #<*>, bssid <*>, last RSSI <*>",4
112,AirPort: Link Up on en0,4
113,mDNS_RegisterInterface: Frequent transitions for interface <*> (<*>),4
114,ARPT: <*>: wl0: MDNS: IPV4 Addr: <*>,4
115,<*>-[<*> <*>]_block_invoke <*> - Hit by torpedo! <*> <*> <*>,4
116,tcp_connection_destination_perform_socket_connect <*> connectx to <*>@<*> failed: [<*>] <*>,4
117,Saw change in network reachability (isReachable=<*>),4
118,"pages <*>, wire <*>, act <*>, inact <*>, cleaned <*> spec <*>, zf <*>, throt <*>, compr <*>, xpmapped <*>",4
119,Wake reason: RTC (Alarm),4
120,ARPT: <*>: wl0: setup_keepalive: Local IP: <*>,4
121,TBT W (<*>): <*> [x],4
122,Captive: CNPluginHandler en0: Inactive,4
123,<*> : BTLE scanner Powered Off,4
124,Sandbox: <*>(<*>) deny(<*>) mach-lookup <*>,4
125,Location icon should now be in state '<*>',4
126,"NETWORK: no response from server, reachability, <*>, queryRetries, <*>",4
127,en0: Supported channels <*>,4
128,ASSERTION FAILED: <*> -[<*> <*>] line: <*>,4
129,[<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.,3
130,"securityd_xpc_dictionary_handler cloudd[<*>] copy_matching Error Domain=NSOSStatusErrorDomain Code=<*> ""<*>"" (<*>: <*>) UserInfo={{NSDescription=<*>}}",3
131,Captive: [CNInfoNetworkActive:<*>] <*>: SSID '<*>' making interface primary (cache indicates network not captive),3
132,Captive: CNPluginHandler <*>: Evaluating,3
133,[HID] [MT] AppleMultitouchDevice::willTerminate entered,3
134,"device_generate_desktop_screenshot: authw <*>(<*>), shield <*>(<*>)",3
135,network changed: DNS* Proxy,3
136,<*>-<*>-<*> <*> <*>[<*>/<*>] [lvl=<*>] <*>() <*>,3
137,"IOPMrootDomain: idle cancel, state <*>",3
138,"Opened file <*>, size <*>, extents <*>, maxio <*> ssd <*>",3
139,<IMMacNotificationCenterManager: <*>: DND Enabled: <*>,3
140,ARPT: <*>: <*>::<*>: <*>,3
141,"CCLogTap::profileRemoved, Owner: <*>, Name: <*>",3
142,assertion failed: <*>: <*> + <*> [<*>]: <*>,3
143,"polled file major <*>, minor <*>, blocksize <*>, pollers <*>",3
144,Wake reason: ARPT (Network),3
145,[<*>] <*>,3
146,CGXDisplayDidWakeNotification [<*>]: posting kCGSDisplayDidWake,3
147,Peripheral manager is not powered on,3
148,**** [<*>][<*>] -- <*> (<*>) -- <*> ****,3
149,network changed: v4(<*>+:<*>) v6(<*>) DNS! Proxy SMB,3
150,"DB Error: <*> ""<*>""",3
151,[<*>(<*>)] <*>,3
152,"Service ""<*>"" tried to hijack endpoint ""<*>"" from owner: <*>",3
153,<*>-<*>-<*> <*> <*>[<*>/<*>] [lvl=<*>] -[<*>(<*>) <*>] <*>,3
154,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",2
155,CCXPCService::setStreamEventHandler Registered for notification callback.,2
156,network changed: v4(<*>-:<*>) v6(<*>) DNS! Proxy SMB,2
157,hibernate_page_list_setall found pageCount <*>,2
158,[HID] [ATC] [Error] <*>::<*> <*>,2
159,<*> : Discoverable mode changed to Off,2
160,YYYY-MM-DD HH:MM:SS.mmm <*>[<*>/<*>] [lvl=<*>] <*>() <*>,2
161,[<*>] <<<< IQ-CA >>>> <*>,2
162,network changed: v4(<*>) v6(<*>+:<*>) DNS! Proxy SMB,2
163,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>",2
164,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Interne",2
165,"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",2
166,Wake reason: ?,2
167,<*> : BTLE scanning stopped,2
168,wake time set <*>,2
169,<*> : Purged contact hashes,2
170,<*> : BTLE scanning started,2
171,ARPT: <*>: ARPT: Wake Reason: Wake on TCP Timeout,2
172,"hibernate_alloc_pages act <*>, inact <*>, anon <*>, throt <*>, spec <*>, wire <*>, wireinit <*>",2
173,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>,2
174,<*>-<*>-<*> <*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[<*> <*>] <*>,2
175,"Unexpected payload found for message <*>, dataLen <*>",2
176,<*> : Starting AirDrop server for user <*> on <*>,2
177,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> sec. to complete, <*> reads >= <*> sec.",2
178,network changed: v6(<*>-:<*>) DNS- Proxy-,2
179,[<*>] <<<< CRABS >>>> crabsFlumeHostUnavailable: [<*>] Byte flume reports host unavailable.,2
180,doSaveChannels@<*>: Will write to: <*>,2
181,<*>-[<*> <*>]_block_invoke <*> - <*> <*> <*> <*>,2
182,hibernate image path: <*>,2
183,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,2
184,"hibernate_machine_init pagesDone <*> sum2 <*>, time: <*> ms, disk(<*>) <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s",2
185,hibernate_machine_init reading,2
186,hibernate_setup(<*>) took <*> ms,2
187,**** [<*>][<*>] -- calling <*>'s <*>() -- <*> -- <*> -- <*> ****,2
188,INIT -- Host controller is published,2
189,BuildActDeviceEntry exit,2
190,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,2
191,BuildActDeviceEntry enter,2
192,<*>-[<*> <*>]_block_invoke <*> - Hit by torpedo! QQ.<*> <*> <*>,2
193,ARPT: <*>: <*>::<*>,2
194,ARPT: <*>: <*>::<*>: <*> - <*> / <*> / <*>,2
195,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>",2
196,objc[<*>]: Class <*> is implemented in both <*> and <*>. One of the two will be used. Which one is undefined.,2
197,Wake reason: <*> (<*>),2
198,"hibernate_newruntime_map time: <*> ms, <*>(), ml_get_interrupts_enabled <*>",2
199,<IMMacNotificationCenterManager: <*>: Updating enabled: <*> (Topics: (<*>)),2
200,YYYY-MM-DD HH:MM:SS.mmm <*>[<*>/<*>] [lvl=<*>] <*> <*>,2
201,<*>-<*>-<*> <*> <*>[<*>/<*>] [lvl=<*>] -[<*> <*>] <*>,2
202,IOHibernatePollerOpen(<*>),2
203,"bitmap_size 0x7f0fc, previewSize 0x4028, writing <*> pages @ 0x97144",2
204,doSaveChannels@<*>: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[<*>] - AuthFail:sts:5_rsn:<*>.xml,2
205,-[NETClientConnection <*>] <*> - Perform <*>! <*> <*> <*>,2
206,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,2
207,AppleActuatorHIDEventDriver: stop,2
208,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = <*> -- <*> ****,2
209,YYYY-MM-DD HH:mm:ss.sss <*>[<*>/<*>] [lvl=<*>] -[<*> <*>] <*>,2
210,Unable to start NetBIOS name service:,2
211,ChromeExistion main isUndetectWithCommand = <*>,2
212,"Page bounds {<*>, <*>, <*>, <*>}",2
213,"CCDataTap::profileRemoved, Owner: <*>, Name: <*>",2
214,Unrecognized XSSimpleTypeDefinition: OneOff,2
215,Session <*> destroyed,2
216,-[NETClientConnection <*>] <*> - Perform <*>! QQ.<*> <*> <*>,2
217,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*>.,2
218,efi pagecount <*>,2
219,[<*>]<*>: <*>,2
220,"network_reachability_changed : network is not reachable, netbiosd is shutting down",1
221,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (<*>) UASuggestedActionType=<*> (<*>)/(<*>) opts=(<*>) when=<*> confidence=<*> from=(<*>)/(<*>) (<*> #<*>),1
222,<*> : BTLE discovered device with hash <*>,1
223,<*> : Finished generating hashes,1
224,[<*>/<*>(<*>)] <*>,1
225,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,1
226,PMStats: Hibernate read took <*> ms,1
227,"VDCAssistant: Found a camera (<*>) , but was not able to start it up (<*> -- (<*>))",1
228,handle_will_sleep_auth_and_shield_windows: Reordering authw <*>(<*>) (lock state: <*>),1
229,"<*>-<*>-<*> <*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[<*>(<*>) <*> Checking with local engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" lo",1
230,WARNING: Type1 font data isn't in the correct format required by the Adobe Type <*> Font Format specification.,1
231,com.apple.ical.sync.x-coredata://<*>/CalDAVPrincipal/<*>: <*>,1
232,[<*>][<*>] -- <*> -- <*>,1
233,YYYY-MM-DD HH:MM:SS.mmm <*>[<*>/<*>] [lvl=<*>] -[<*> <*>] <*>,1
234,2017/07/02 <*> | <*> | <*> | <*> | <*>.,1
235,Captive: CNPluginHandler <*>: <*>,1
236,[<*>] <*>[<*>/<*>] [lvl=<*>] -[<*>(<*>) <*> '<*>' with process id: <*>,1
237,<*> <*>[<*>/<*>] [lvl=<*>] -[<*> <*>] <*>,1
238,host connection <NSXPCConnection: <*> connection from pid <*> invalidated,1
239,Error in CoreDragRemoveReceiveHandler: -<*>,1
240,"device_generate_lock_screen_screenshot: authw 0x7fa823962400(<*>)[<*>, <*>, <*>, <*>] shield 0x7fa82d372000(<*>), dev [<*>,<*>]",1
241,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1
242,AppleCamIn::systemWakeCall - messageType = 0xE0000300,1
243,wake time set <*> s,1
244,enabling pid=<*> for plug-in <*> <*> <*>,1
245,[<*>] <*>[<*>/<*>] [lvl=<*>] -[<*> <*>] <*>,1
246,[<*>] <<<< IQ-CA >>>> <*>: (<*>) <*>,1
247,[<*>] <<<< <*> >>>> <*>: (<*>) <*>,1
248,Internal name did not resolve to internal address!,1
249,Service exited with abnormal code: <*>,1
250,Central manager is not powered on,1
251,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> secs. to complete, <*> reads >= <*> sec.",1
252,network changed: v4(<*>) v6(<*>!:<*>) DNS Proxy SMB,1
253,"[<*>-ERROR] -<*> Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>",1
254,**** [<*>][<*>] -- <*> -- <*> -- <*> -- <*> ****,1
255,hciControllerOnline; HID devices? <*>,1
256,<*>-[<*> <*>]_block_invoke <*> - <*> <*>.QQ.<*> <*>,1
257,AppleActuatorHIDEventDriver: message service is terminated,1
258,payload Data <*> <*>,1
259,"hibernate_teardown: wired_pages <*>, free_pages <*>, active_pages <*>, inactive_pages <*>, speculative_pages <*>, cleaned_pages <*>, compressor_pages <*>",1
260,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,1
261,(<*>) <*>,1
262,<*>-<*>-<*> <*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[<*> <*>] <*> Using server: <*>,1
263,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.<*> error <*>,1
264,Checking iCDP status for DSID <*> (checkWithServer=<*>),1
265,ARPT: <*>: <*>::<*>: <*>[<*>],1
266,network changed: v4(<*>-:<*>) v6(<*>-:<*>) DNS- Proxy-,1
267,network changed: DNS*,1
268,YYYY-MM-DD HH:MM:SS.mmm <*>[<*>/<*>] [lvl=<*>] <*>,1
269,<*>-<*>-<*> <*> ksfetch[<*>/<*>] [lvl=<*>] <*>() ksfetch done fetching.,1
270,network changed: v4(<*>) DNS+ Proxy+ SMB,1
271,extension <*> -> <*>,1
272,"[Accounts] Current connection, <NSXPCConnection: <*> connection from pid <*>, doesn't have account access.",1
273,"[Accounts] Failed to update account with identifier <*>, error: <*>",1
274,Session <*> created,1
275,YYYY-MM-DD HH:MM:SS.mmm <*>[<*>/<*>] [lvl=<*>] -[<*>(PrivateMethods) <*>:] <*>,1
276,kern_open_file_for_direct_io took <*> ms,1
277,"device_generate_lock_screen_screenshot: authw 0x7fa824145a00(<*>)[<*>, <*>, <*>, <*>] shield 0x7fa825dafc00(<*>), dev [<*>,<*>]",1
278,.sdef warning for argument '<*>' of command '<*>' in suite '<*>': '<*>' is not a valid type name.,1
279,Invalidating watch set.,1
280,<*> : Started generating hashes,1
281,button report: 0X80076ED,1
282,-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,1
283,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,1
284,[<*>] (<*>) <*> err=<*>,1
285,[<*>] <<<< CRABS >>>> crabsWaitForLoad: [<*>] Wait time out - <*> (msRequestTimeout <*>),1
286,Failed to stop a scan - central is not powered on: <*>,1
287,vm_compressor_fastwake_warmup (<*> - <*>) - starting,1
288,YYYY-MM-DD HH:MM:SS.sss <*>[<*>/<*>] [lvl=<*>] <*>() <*>,1
289,2017/07/05 <*> | <*> | <*> | <*> | <*>.,1
290,<IMMacNotificationCenterManager: <*>: notification observer: <*> notification: <*>,1
291,CCProfileMonitor::freeResources done,1
292,Daemon connection invalidated!,1
293,doSaveChannels@<*>: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[<*>] - AssocFail:sts:5_rsn:<*>.xml,1
294,"hibernate_machine_init: state <*>, image pages <*>, sum was <*>, imageSize <*>, image1Size <*>, conflictCount <*>, nextFree <*>",1
295,hibernate_rebuild completed - took <*> msecs,1
296,AppleActuatorDevice::stop Entered,1
297,AppleActuatorDevice::start Entered,1
298,en0: manual intervention required!,1
299,YYYY-MM-DD HH:MM:SS.### <*>[<*>/<*>] [lvl=<*>] -[<*> <*>] <*>,1
300,"device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>], shield <*>(<*>), dev [<*>,<*>]",1
301,"arp_client_transmit(<*>) failed, <*> (<*>)",1
302,"booter start at <*> ms smc <*> ms, [<*>], total <*> ms, dsply <*>, <*> ms, tramp <*> ms",1
303,"hostControllerOnline - Number of Paired devices = <*>, List of Paired devices = ( ""<*>-<*>-<*>-<*>-db-e1"" )",1
304,**** [<*>][<*>] -- <*> ****,1
305,AppleActuatorDeviceUserClient::start Entered,1
306,<*>-<*>-<*> <*> ksfetch[<*>/<*>] [lvl=<*>] <*>() <*>,1
307,"Google Chrome He[<*>] triggered unnest of range <*>-<*> of DYLD shared region in VM map <*>. While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
308,-[<*> <*>] <*> - Perform CrazyIvan46! QQ.<*> <*>,1
309,hibernate_page_list_setall(preflight <*>) start,1
310,hibernate_page_list_setall time: <*> ms,1
311,IOPolledFilePollersOpen(<*>) <*> ms,1
312,hibernate_teardown completed - discarded <*>,1
313,AppleActuatorDeviceUserClient::stop Entered,1
314,[<*>::setConfigState] <*>,1
315,[HID] [MT] AppleMultitouchDevice::start entered,1
316,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:<*>] Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={{NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={{NSErrorFailingURLStringKey=<*>, <*>=<*>, <*>=<*>}",1
317,"[<*>] Failed to update account with identifier <*>, error: <*>",1
318,Got an XPC error: Connection invalid,1
319,-[<*>(<*>) <*>] <*>,1
320,no sleep images for WillPowerOffWithImages,1
321,after trim url = <*>,1
322,ChromeExistion main strSendMsg = <*>,1
323,url host = www.baidu.com,1
324,the url = <*>,1
325,hibernate_rebuild started,1
326,<*>-[<*> <*>]_block_invoke <*> - <*> <*>.QQ.<*> <*> <*>,1
327,Sandbox: <*>(<*>) deny(<*>) <*> <*>,1
328,<*>-<*>-<*> <*> PM [<*>] <*>,1
329,2017/07/06 <*> | <*> | <*> | <*> | <*>.,1
330,full wake request (reason <*>) <*> ms,1
331,kern_open_file_for_direct_io(<*>),1
332,[<*>] [Adding [<*>] to failed operations.],1
333,Failed to connect (<*>) outlet from (<*>) to (<*>): <*>,1
334,[<*>] [<*>] [<*>],1
335,"[<*>] [Account refresh failed with error: <*> UserInfo={AccountName=<*>, CalDAVErrFromRefresh=<*>, CoreDAVHTTPHeaders=<CFBasicHash <*> [<*>]>{type = immutable dict, count = <*>, entries => <*>}",1
336,Sandbox: <*>(<*>) deny(<*>) <*> <*>: <*>,1
337,"no application identifier provided, can't use provisioning profiles [pid=<*>]",1
338,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,1
339,CFNetwork SSLHandshake failed (-<*>),1
340,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]>"", ""<NSLayoutConstraint:<*> H:|-(<*>)-[NSImageView:<*>] (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(<*>)] (Names: PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSImageView:<*>]-(<*>)-[NSTextField:<*>",1
341,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]>"", ""<NSLayoutConstraint:<*> H:|-(<*>)-[NSImageView:<*>] (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(<*>)] (Names: PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSImageView:<*>]-(<*>)-[NSTextField:<*>]",1
342,"Configuration Notice: ASL Module ""<*>"" sharing output destination ""<*>"" with ASL Module ""<*>"". Output parameters from ASL Module ""<*>"" override any specified in ASL Module ""<*>"".",1
343,(DiskStore.Normal:<*>) 20cb04f <*>,1
344,YYYY-MM-DD HH:MM:SS.sss <*>[<*>/<*>] [lvl=<*>] -[<*> <*>] <*>,1
345,DB Path: <*>,1
